state,decision,method,path,router,reason
active,tenere,POST,/api/iva/fatture/{fid}/includi,iva,in uso: FE
active,tenere,POST,/api/iva/fatture/{fid}/indetraibile,iva,in uso: FE
active,tenere,POST,/api/iva/fatture/{fid}/recupero-annuale,iva,in uso: FE
active,tenere,POST,/api/iva/fatture/{fid}/rinvia,iva,in uso: FE
active,tenere,GET,/api/iva/liquidazioni,iva,in uso: FE
active,tenere,POST,/api/iva/liquidazioni/calcola,iva,in uso: FE
active,tenere,POST,/api/iva/liquidazioni/{liq_id}/conferma,iva,in uso: FE
active,tenere,POST,/api/iva/liquidazioni/{liq_id}/rettifica,iva,in uso: FE
active,tenere,POST,/api/iva/liquidazioni/{liq_id}/riapri,iva,in uso: FE
active,tenere,GET,/api/iva/liquidazioni/{periodo},iva,in uso: FE
quarantine,verificare,POST,/api/iva/ricalcola-attribuzione,iva,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/iva/ricalcola-attribuzione/ultimo,iva,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/iva/riepilogo-annuale/{anno},iva,in uso: FE
quarantine,verificare,GET,/api/iva/versamento/{anno}/{mese},iva,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/learning-machine/dashboard,learning_machine,in uso: FE
quarantine,verificare,GET,/api/learning-machine/documenti,learning_machine,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/learning-machine/feedback,learning_machine,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/learning-machine/regole-apprese,learning_machine,in uso: FE
quarantine,admin-only,DELETE,/api/learning-machine/reset-learning,learning_machine,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
quarantine,verificare,POST,/api/learning-machine/scan,learning_machine,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/learning-machine/statistiche-feedback,learning_machine,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/learning-universal/apply-suggestions,learning_universal,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/learning-universal/results,learning_universal,in uso: FE
active,tenere,GET,/api/learning-universal/status,learning_universal,in uso: FE
quarantine,verificare,GET,/api/learning-universal/suggestions/{module},learning_universal,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/learning-universal/train/all,learning_universal,in uso: FE
quarantine,verificare,GET,/api/data-deletion,legal_pages,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/privacy,legal_pages,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/terms,legal_pages,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/data-deletion,legal_pages,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/privacy,legal_pages,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/terms,legal_pages,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/auth/mfa/disable,mfa,in uso: FE
active,tenere,POST,/api/auth/mfa/setup/confirm,mfa,in uso: FE
active,tenere,POST,/api/auth/mfa/setup/start,mfa,in uso: FE
active,tenere,GET,/api/auth/mfa/status,mfa,in uso: FE
active,tenere,POST,/api/auth/mfa/step-up,mfa,in uso: FE
active,tenere,POST,/api/auth/mfa/verify-login,mfa,in uso: FE
quarantine,verificare,POST,/api/pagamenti/assegno-multi-fatture,multi_pagamento,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/pagamenti/fattura-multi-metodo,multi_pagamento,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/pagamenti/fattura/{fattura_id},multi_pagamento,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/pagamenti/registra,multi_pagamento,"in uso: FE, scheduler"
quarantine,verificare,GET,/api/pagamenti/riepilogo-fornitore/{piva},multi_pagamento,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,DELETE,/api/pagamenti/{pagamento_id},multi_pagamento,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/mutui,mutui,in uso: FE
active,tenere,GET,/api/mutui/,mutui,in uso: FE
active,tenere,POST,/api/mutui/,mutui,in uso: FE
active,tenere,POST,/api/mutui/riconcilia,mutui,in uso: FE
active,tenere,GET,/api/mutui/statistiche/dashboard,mutui,in uso: FE
active,tenere,DELETE,/api/mutui/{mutuo_id},mutui,in uso: FE
active,tenere,GET,/api/mutui/{mutuo_id},mutui,in uso: FE
active,tenere,PUT,/api/mutui/{mutuo_id},mutui,in uso: FE
active,tenere,GET,/api/mutui/{mutuo_id}/rate,mutui,in uso: FE
active,tenere,PUT,/api/mutui/{mutuo_id}/rate/{numero_rata}/riconcilia,mutui,in uso: FE
active,tenere,POST,/api/mutui/import-pdf,mutui_parser,in uso: FE
active,tenere,POST,/api/mutui/parse-multiple,mutui_parser,in uso: FE
active,tenere,POST,/api/mutui/parse-pdf,mutui_parser,in uso: FE
quarantine,verificare,GET,/api/nexi/movimenti,nexi_carta,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/nexi/stato,nexi_carta,in uso: FE
quarantine,verificare,POST,/api/nexi/upload-pdf,nexi_carta,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/nexi/verifica,nexi_carta,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/noleggio/associa-fornitore,noleggio,in uso: FE
quarantine,verificare,POST,/api/noleggio/controllo-canoni,noleggio,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/noleggio/drivers,noleggio,in uso: FE
active,tenere,GET,/api/noleggio/export-pdf-costi,noleggio,in uso: FE
quarantine,verificare,GET,/api/noleggio/fatture-non-associate,noleggio,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/noleggio/fatture/{fattura_id}/associa-veicolo,noleggio,in uso: FE
active,tenere,GET,/api/noleggio/fornitori,noleggio,in uso: FE
quarantine,verificare,GET,/api/noleggio/riepilogo-controlli,noleggio,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/noleggio/veicoli,noleggio,in uso: FE
active,tenere,POST,/api/noleggio/veicoli,noleggio,in uso: FE
active,tenere,DELETE,/api/noleggio/veicoli/{targa},noleggio,in uso: FE
active,tenere,PUT,/api/noleggio/veicoli/{targa},noleggio,in uso: FE
active,tenere,GET,/api/noleggio/veicoli/{targa}/completo,noleggio,in uso: FE
quarantine,verificare,GET,/api/noleggio/verbali-dipendente,noleggio,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/openapi-automotive/aggiorna-veicolo,openapi_automotive,in uso: FE
quarantine,verificare,GET,/api/openapi-automotive/assicurazione/{targa},openapi_automotive,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/openapi-automotive/info/{targa},openapi_automotive,in uso: FE
quarantine,verificare,GET,/api/openapi-automotive/status,openapi_automotive,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/openapi-automotive/veicoli-da-aggiornare,openapi_automotive,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/openapi-imprese/aggiorna-fornitore,openapi_imprese,in uso: FE
active,tenere,GET,/api/openapi-imprese/cerca,openapi_imprese,in uso: FE
active,tenere,GET,/api/openapi-imprese/info/{partita_iva},openapi_imprese,in uso: FE
quarantine,verificare,GET,/api/openapi-imprese/pec/{partita_iva},openapi_imprese,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/openapi-imprese/sdi/{partita_iva},openapi_imprese,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/openapi-imprese/status,openapi_imprese,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/openapi/aisp/connetti-conto,openapi_it,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/openapi/aisp/movimenti,openapi_it,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/openapi/aisp/status,openapi_it,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/openapi/visure/richiedi,openapi_it,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/openapi/xbrl/bilancio/{request_id},openapi_it,in uso: FE
active,tenere,GET,/api/openapi/xbrl/download/{request_id},openapi_it,in uso: FE
active,tenere,GET,/api/openapi/xbrl/download/{request_id}/{tipo},openapi_it,in uso: FE
active,tenere,POST,/api/openapi/xbrl/richiedi-bilancio,openapi_it,in uso: FE
active,tenere,POST,/api/openapi/xbrl/richiedi-riclassificato,openapi_it,in uso: FE
active,tenere,GET,/api/openapi/xbrl/status,openapi_it,in uso: FE
active,tenere,GET,/api/openapi/xbrl/storico-richieste,openapi_it,in uso: FE
active,tenere,POST,/api/operazioni-da-confermare/smart/ignora,operazioni_module,in uso: FE
active,tenere,POST,/api/operazioni-da-confermare/smart/riconcilia-stipendio,operazioni_module,in uso: FE
active,tenere,GET,/api/operazioni-da-confermare/smart/analizza,operazioni_module.smart,in uso: FE
active,tenere,GET,/api/operazioni-da-confermare/smart/analizza-anomalie,operazioni_module.smart,in uso: FE
active,tenere,GET,/api/operazioni-da-confermare/smart/banca-veloce,operazioni_module.smart,in uso: FE
active,tenere,GET,/api/operazioni-da-confermare/smart/cerca-f24,operazioni_module.smart,in uso: FE
active,tenere,GET,/api/operazioni-da-confermare/smart/cerca-fatture,operazioni_module.smart,in uso: FE
active,tenere,GET,/api/operazioni-da-confermare/smart/cerca-stipendi,operazioni_module.smart,in uso: FE
active,tenere,POST,/api/operazioni-da-confermare/smart/conferma-f24,operazioni_module.smart,in uso: FE
active,tenere,GET,/api/operazioni-da-confermare/smart/movimento/{movimento_id},operazioni_module.smart,in uso: FE
active,tenere,POST,/api/operazioni-da-confermare/smart/riconcilia-manuale,operazioni_module.smart,in uso: FE
quarantine,verificare,GET,/api/pagamenti-buoni,pagamenti_buoni,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/pagamenti-buoni/import,pagamenti_buoni,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/pagopa/auto-associa,pagopa,in uso: FE
quarantine,verificare,POST,/api/pagopa/cerca-movimenti-pagopa,pagopa,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/pagopa/movimenti-agenzia-entrate,pagopa,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/pagopa/ricevute,pagopa,in uso: FE
active,tenere,POST,/api/pagopa/ricevute/associa-manuale,pagopa,in uso: FE
active,tenere,POST,/api/pagopa/ricevute/upload,pagopa,in uso: FE
active,tenere,GET,/api/pagopa/ricevute/{ricevuta_id}/pdf,pagopa,in uso: FE
active,tenere,GET,/api/pagopa/stats,pagopa,in uso: FE
quarantine,verificare,GET,/api/partite-aperte/lista,partite_aperte_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/partite-aperte/scadute,partite_aperte_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/partite-aperte/stats,partite_aperte_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/paypal-api/account-ids-non-mappati,paypal_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/paypal-api/account/{paypal_account_id}/cerca-fattura-email,paypal_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/paypal-api/crea-fornitore-e-mappa,paypal_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/paypal-api/mappa-fornitore,paypal_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/paypal-api/ricevuta-pdf/{transaction_id},paypal_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/paypal-api/riconcilia,paypal_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/paypal-api/smappa-fornitore,paypal_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/paypal-api/status,paypal_api,"in uso: FE, scheduler, chat"
active,tenere,POST,/api/paypal-api/sync,paypal_api,in uso: FE
active,tenere,POST,/api/paypal-api/sync/incremental,paypal_api,in uso: FE
active,tenere,POST,/api/paypal-api/sync/month,paypal_api,in uso: FE
quarantine,verificare,POST,/api/paypal-api/webhook,paypal_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/paypal-statements/auto-associa,paypal_statements,in uso: scheduler
quarantine,verificare,POST,/api/paypal-statements/auto-cerca-gmail,paypal_statements,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/paypal-statements/bank-movements,paypal_statements,in uso: FE
active,tenere,GET,/api/paypal-statements/dashboard,paypal_statements,in uso: FE
quarantine,verificare,POST,/api/paypal-statements/import-all-local,paypal_statements,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/paypal-statements/import-csv,paypal_statements,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/paypal-statements/import-pdf,paypal_statements,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/paypal-statements/pulisci-match-solo-importo,paypal_statements,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/paypal-statements/report,paypal_statements,in uso: FE
quarantine,verificare,POST,/api/paypal-statements/riconcilia-banca,paypal_statements,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/paypal-statements/riprocessa,paypal_statements,in uso: FE
active,tenere,GET,/api/paypal-statements/statements,paypal_statements,in uso: FE
active,tenere,GET,/api/paypal-statements/transactions,paypal_statements,in uso: FE
active,tenere,PUT,/api/paypal-statements/transactions/{transaction_id}/descrizione,paypal_statements,in uso: FE
quarantine,verificare,POST,/api/paypal-statements/transazione/{transaction_id}/associa,paypal_statements,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/paypal-statements/transazione/{transaction_id}/cerca-gmail,paypal_statements,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/paypal-statements/transazione/{transaction_id}/dettaglio,paypal_statements,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/pianificazione/costi-previsionali,pianificazione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/pianificazione/costi-previsionali,pianificazione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,DELETE,/api/pianificazione/costi-previsionali/{costo_id},pianificazione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/auth/pin-login,pin_login,in uso: FE
active,tenere,GET,/api/auth/pin-login/health,pin_login,in uso: FE
quarantine,verificare,GET,/api/pos-corrispettivi/alert-oggi,pos_corrispettivi_check,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/pos-corrispettivi/anomalie-gravi,pos_corrispettivi_check,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,PUT,/api/pos-corrispettivi/chiusura-giornaliera,pos_corrispettivi_check,in uso: FE
active,tenere,GET,/api/pos-corrispettivi/chiusura-giornaliera/audit,pos_corrispettivi_check,in uso: FE
active,tenere,POST,/api/pos-corrispettivi/chiusure-giornaliere/batch,pos_corrispettivi_check,in uso: FE
active,tenere,GET,/api/pos-corrispettivi/controllo-due-fasi,pos_corrispettivi_check,in uso: FE
quarantine,verificare,POST,/api/pos-corrispettivi/riconcilia-pos-giorno,pos_corrispettivi_check,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/pos-corrispettivi/riepilogo-mensile,pos_corrispettivi_check,in uso: FE
active,tenere,GET,/api/pos-corrispettivi/verifica-coerenza,pos_corrispettivi_check,in uso: FE
quarantine,verificare,GET,/api/previsioni-acquisti/confronto-ordine,previsioni_acquisti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/previsioni-acquisti/popola-storico,previsioni_acquisti,in uso: FE
active,tenere,GET,/api/previsioni-acquisti/previsioni,previsioni_acquisti,in uso: FE
quarantine,verificare,GET,/api/previsioni-acquisti/prodotti,previsioni_acquisti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/previsioni-acquisti/statistiche,previsioni_acquisti,in uso: FE
active,tenere,GET,/api/prima-nota/banca/template-csv,prima_nota_module,in uso: FE
active,tenere,GET,/api/prima-nota/cassa/template-csv,prima_nota_module,in uso: FE
active,tenere,GET,/api/prima-nota/banca,prima_nota_module.banca,in uso: FE
active,tenere,POST,/api/prima-nota/banca,prima_nota_module.banca,in uso: FE
active,tenere,GET,/api/prima-nota/banca/analisi-righe-grezze,prima_nota_module.banca,in uso: FE
active,tenere,GET,/api/prima-nota/banca/candidati-per-fattura,prima_nota_module.banca,in uso: FE
active,tenere,DELETE,/api/prima-nota/banca/delete-all,prima_nota_module.banca,in uso: FE
active,tenere,DELETE,/api/prima-nota/banca/delete-by-source/{source},prima_nota_module.banca,in uso: FE
active,tenere,GET,/api/prima-nota/banca/in-attesa-documento,prima_nota_module.banca,in uso: FE
active,tenere,DELETE,/api/prima-nota/banca/{movimento_id},prima_nota_module.banca,in uso: FE
active,tenere,PUT,/api/prima-nota/banca/{movimento_id},prima_nota_module.banca,in uso: FE
active,tenere,GET,/api/prima-nota/banca/{movimento_id}/fattura,prima_nota_module.banca,in uso: FE
active,tenere,GET,/api/prima-nota/sumup,prima_nota_module.banca,in uso: FE
active,tenere,GET,/api/prima-nota/cassa,prima_nota_module.cassa,in uso: FE
active,tenere,POST,/api/prima-nota/cassa,prima_nota_module.cassa,in uso: FE
active,tenere,GET,/api/prima-nota/cassa/analisi-movimenti-bancari-errati,prima_nota_module.cassa,in uso: FE
active,tenere,DELETE,/api/prima-nota/cassa/delete-all,prima_nota_module.cassa,in uso: FE
active,tenere,DELETE,/api/prima-nota/cassa/delete-by-source/{source},prima_nota_module.cassa,in uso: FE
active,tenere,DELETE,/api/prima-nota/cassa/elimina-movimenti-bancari-errati,prima_nota_module.cassa,in uso: FE
active,tenere,DELETE,/api/prima-nota/cassa/{movimento_id},prima_nota_module.cassa,in uso: FE
active,tenere,PUT,/api/prima-nota/cassa/{movimento_id},prima_nota_module.cassa,in uso: FE
active,tenere,GET,/api/prima-nota/cassa/{movimento_id}/fattura,prima_nota_module.cassa,in uso: FE
quarantine,verificare,POST,/api/prima-nota/annulla-associazione-fattura-banca,prima_nota_module.manutenzione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/prima-nota/arricchisci-pagamenti-banca,prima_nota_module.manutenzione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/prima-nota/cassa/fix-corrispettivi-importo,prima_nota_module.manutenzione,in uso: FE
active,tenere,GET,/api/prima-nota/cassa/verifica-entrate-corrispettivi,prima_nota_module.manutenzione,in uso: FE
quarantine,admin-only,POST,/api/prima-nota/cleanup-orphan-movements,prima_nota_module.manutenzione,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
quarantine,verificare,POST,/api/prima-nota/collega-banca-estratto-conto,prima_nota_module.manutenzione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/prima-nota/collega-corrispettivi,prima_nota_module.manutenzione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/prima-nota/dedup-fatture,prima_nota_module.manutenzione,in uso: FE
quarantine,verificare,POST,/api/prima-nota/dedup-righe-estratto-conto,prima_nota_module.manutenzione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/prima-nota/diagnostica-corrispettivi,prima_nota_module.manutenzione,in uso: FE
active,tenere,GET,/api/prima-nota/diagnostica-metodi,prima_nota_module.manutenzione,in uso: FE
quarantine,verificare,POST,/api/prima-nota/fix-categories-and-duplicates,prima_nota_module.manutenzione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/prima-nota/fix-date-formato-italiano,prima_nota_module.manutenzione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/prima-nota/fix-tipo-movimento,prima_nota_module.manutenzione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/prima-nota/fix-versamenti-duplicati,prima_nota_module.manutenzione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,admin-only,POST,/api/prima-nota/migra-pos-accrediti-reali,prima_nota_module.manutenzione,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
quarantine,admin-only,POST,/api/prima-nota/migrazione-pulisci-bancari-cassa,prima_nota_module.manutenzione,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
quarantine,verificare,GET,/api/prima-nota/movimenti-ec-non-in-prima-nota,prima_nota_module.manutenzione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,admin-only,POST,/api/prima-nota/pulizia-pre-anno,prima_nota_module.manutenzione,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
quarantine,verificare,POST,/api/prima-nota/recalculate-balances,prima_nota_module.manutenzione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/prima-nota/regenerate-from-invoices,prima_nota_module.manutenzione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/prima-nota/ripristina-fatture-movimento-cancellato,prima_nota_module.manutenzione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/prima-nota/ripristina-provvisori-metodo-errato,prima_nota_module.manutenzione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/prima-nota/sposta-movimento,prima_nota_module.manutenzione,in uso: FE
quarantine,verificare,POST,/api/prima-nota/unifica-categorie,prima_nota_module.manutenzione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/prima-nota/verifica-metodo-fattura/{fattura_id},prima_nota_module.manutenzione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/prima-nota/indice-operazioni,prima_nota_module.operation_index,in uso: FE
active,tenere,PUT,/api/prima-nota/indice-operazioni/{movement_id},prima_nota_module.operation_index,in uso: FE
active,tenere,GET,/api/prima-nota/indice-operazioni/{movement_id}/candidati,prima_nota_module.operation_index,in uso: FE
quarantine,verificare,GET,/api/prima-nota/salari,prima_nota_module.salari,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/prima-nota/salari,prima_nota_module.salari,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/prima-nota/salari/stats,prima_nota_module.salari,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,DELETE,/api/prima-nota/salari/{movimento_id},prima_nota_module.salari,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/prima-nota/anni-disponibili,prima_nota_module.stats,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/prima-nota/export/excel,prima_nota_module.stats,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/prima-nota/saldi-finanziari,prima_nota_module.stats,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/prima-nota/saldo-finale,prima_nota_module.stats,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/prima-nota/saldo-iniziale,prima_nota_module.stats,in uso: FE
active,tenere,PUT,/api/prima-nota/saldo-iniziale,prima_nota_module.stats,in uso: FE
active,tenere,DELETE,/api/prima-nota/saldo-iniziale/{tipo}/{anno},prima_nota_module.stats,in uso: FE
active,tenere,GET,/api/prima-nota/stats,prima_nota_module.stats,in uso: FE
active,tenere,POST,/api/prima-nota/banca/sync-estratto-conto,prima_nota_module.sync,in uso: FE
active,tenere,POST,/api/prima-nota/cassa/crea-entrata-da-corrispettivo,prima_nota_module.sync,in uso: FE
active,tenere,POST,/api/prima-nota/cassa/sync-corrispettivi,prima_nota_module.sync,in uso: FE
active,tenere,POST,/api/prima-nota/cassa/sync-fatture-pagate,prima_nota_module.sync,in uso: FE
quarantine,verificare,POST,/api/prima-nota/collega-fatture,prima_nota_module.sync,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/prima-nota/corrispettivi-status,prima_nota_module.sync,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/prima-nota/import-batch,prima_nota_module.sync,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/prima-nota/movimento,prima_nota_module.sync,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/prima-nota/provvisori,prima_nota_module.sync,in uso: FE
active,tenere,POST,/api/prima-nota/provvisori/annulla-auto-conferma,prima_nota_module.sync,in uso: FE
active,tenere,GET,/api/prima-nota/provvisori/assegni-proposti,prima_nota_module.sync,in uso: FE
active,tenere,POST,/api/prima-nota/provvisori/associa-assegno,prima_nota_module.sync,in uso: FE
active,tenere,POST,/api/prima-nota/provvisori/attendi-banca,prima_nota_module.sync,in uso: FE
active,tenere,POST,/api/prima-nota/provvisori/auto-conferma-per-metodo,prima_nota_module.sync,in uso: FE
active,tenere,POST,/api/prima-nota/provvisori/conferma,prima_nota_module.sync,in uso: FE
active,tenere,POST,/api/prima-nota/provvisori/conferma-divisione,prima_nota_module.sync,in uso: FE
active,tenere,POST,/api/prima-nota/provvisori/conferma-multipla,prima_nota_module.sync,in uso: FE
active,tenere,POST,/api/prima-nota/provvisori/da-decidere,prima_nota_module.sync,in uso: FE
