state,decision,method,path,router,reason
active,tenere,POST,/api/prima-nota/provvisori/segnala-dubbio,prima_nota_module.sync,in uso: FE
quarantine,verificare,POST,/api/prima-nota/registra-fattura,prima_nota_module.sync,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/prima-nota/sposta-cassa-pagate-in-banca,prima_nota_module.sync,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/prima-nota/sposta-scrittura,prima_nota_module.sync,in uso: FE
quarantine,verificare,POST,/api/prima-nota/sync-corrispettivi,prima_nota_module.sync,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/assegni,public_api,in uso: FE
quarantine,verificare,GET,/api/assegni-legacy,public_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/bank/statements,public_api,in uso: FE
active,tenere,POST,/api/bank/statements,public_api,in uso: FE
active,tenere,GET,/api/cash,public_api,in uso: FE
active,tenere,POST,/api/cash,public_api,in uso: FE
quarantine,verificare,GET,/api/dashboard/stats-legacy,public_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/f24-public/alerts,public_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/f24-public/dashboard,public_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/pianificazione/events,public_api,in uso: FE
active,tenere,POST,/api/pianificazione/events,public_api,in uso: FE
quarantine,verificare,POST,/api/portal/upload,public_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/ricerca-globale,public_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/suppliers-legacy,public_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/suppliers/{supplier_id}/inventory,public_api,in uso: FE
quarantine,verificare,GET,/api/v1/fatture,public_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/v1/keys,public_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/v1/keys/generate,public_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/v1/movimenti,public_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/v1/stats,public_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/warehouse/movements,public_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/warehouse/movements,public_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/warehouse/products,public_api,in uso: FE
active,tenere,POST,/api/warehouse/products,public_api,in uso: FE
active,tenere,DELETE,/api/warehouse/products/{product_id},public_api,in uso: FE
active,tenere,PUT,/api/warehouse/products/{product_id},public_api,in uso: FE
active,tenere,POST,/api/rapido/acconto-dipendente,rapido,in uso: FE
active,tenere,POST,/api/rapido/apporto-soci,rapido,in uso: FE
active,tenere,POST,/api/rapido/corrispettivo,rapido,in uso: FE
active,tenere,GET,/api/rapido/dipendenti-attivi,rapido,"in uso: FE, chat"
active,tenere,POST,/api/rapido/paga-fattura,rapido,in uso: FE
active,tenere,POST,/api/rapido/presenza,rapido,in uso: FE
active,tenere,GET,/api/rapido/ultimi-inserimenti,rapido,in uso: FE
active,tenere,POST,/api/rapido/versamento-banca,rapido,in uso: FE
quarantine,verificare,GET,/api/dashboard/bilancio-istantaneo,reports.dashboard,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/dashboard/confronto-annuale,reports.dashboard,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/dashboard/fascia-energia,reports.dashboard,in uso: FE
quarantine,verificare,GET,/api/dashboard/kpi,reports.dashboard,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/dashboard/spese-per-categoria,reports.dashboard,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/dashboard/stato-riconciliazione,reports.dashboard,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/dashboard/stats,reports.dashboard,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/dashboard/summary,reports.dashboard,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/dashboard/trend-mensile,reports.dashboard,"in uso: FE, chat"
quarantine,verificare,GET,/api/riconciliazione/stats,riconciliazione_stats_api,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/ritenute,ritenute,in uso: FE
active,tenere,GET,/api/ritenute/codici-ravvedimento,ritenute,in uso: FE
active,tenere,POST,/api/ritenute/scan,ritenute,in uso: FE
active,tenere,GET,/api/ritenute/verifica-caso-1040,ritenute,in uso: FE
active,tenere,GET,/api/scadenzario-fornitori/,scadenzario_fornitori,in uso: FE
active,tenere,PUT,/api/scadenzario-fornitori/aggiorna-scadenza,scadenzario_fornitori,in uso: FE
active,tenere,GET,/api/scadenzario-fornitori/aging,scadenzario_fornitori,in uso: FE
active,tenere,GET,/api/scadenzario-fornitori/cash-flow-previsionale,scadenzario_fornitori,in uso: FE
active,tenere,GET,/api/scadenzario-fornitori/scadenze-integrate,scadenzario_fornitori,in uso: FE
active,tenere,GET,/api/scadenzario-fornitori/urgenti,scadenzario_fornitori,in uso: FE
active,tenere,GET,/api/scadenze,scadenze,in uso: FE
active,tenere,GET,/api/scadenze/,scadenze,in uso: FE
active,tenere,PUT,/api/scadenze/completa/{notifica_id},scadenze,in uso: FE
active,tenere,POST,/api/scadenze/crea,scadenze,in uso: FE
active,tenere,GET,/api/scadenze/dashboard-widget,scadenze,in uso: FE
active,tenere,GET,/api/scadenze/iva-mensile/{anno},scadenze,in uso: FE
active,tenere,GET,/api/scadenze/prossime,scadenze,in uso: FE
active,tenere,GET,/api/scadenze/tutte,scadenze,in uso: FE
active,tenere,DELETE,/api/scadenze/{notifica_id},scadenze,in uso: FE
active,tenere,GET,/api/settings,settings,in uso: FE
active,tenere,PUT,/api/settings,settings,in uso: FE
quarantine,verificare,GET,/api/settings/logo,settings,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/settings/logo,settings,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/settings/user-preferences,settings,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,PUT,/api/settings/user-preferences,settings,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/settings/anthropic,settings_router,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/settings/anthropic,settings_router,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/settings/anthropic/test,settings_router,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/settings/gmail,settings_router,in uso: FE
active,tenere,POST,/api/settings/gmail,settings_router,in uso: FE
active,tenere,POST,/api/settings/gmail/test,settings_router,in uso: FE
active,tenere,GET,/api/settings/openai,settings_router,in uso: FE
active,tenere,POST,/api/settings/openai,settings_router,in uso: FE
active,tenere,POST,/api/settings/openai/test,settings_router,in uso: FE
quarantine,verificare,POST,/api/sumup/bonifica-accrediti-numia,sumup,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/sumup/bonifica-pos-xml,sumup,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/sumup/bonifica-pos-xml,sumup,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/sumup/normalizza-descrizioni-pos,sumup,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/sumup/riepilogo,sumup,in uso: FE
quarantine,verificare,POST,/api/sumup/sincronizza,sumup,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/sumup/stato,sumup,in uso: FE
active,tenere,GET,/api/suppliers,suppliers_module.base,in uso: FE
active,tenere,POST,/api/suppliers,suppliers_module.base,in uso: FE
active,tenere,GET,/api/suppliers/filtered,suppliers_module.base,in uso: FE
active,tenere,GET,/api/suppliers/scadenze,suppliers_module.base,in uso: FE
active,tenere,GET,/api/suppliers/search-piva/{partita_iva},suppliers_module.base,in uso: FE
active,tenere,GET,/api/suppliers/stats,suppliers_module.base,in uso: FE
active,tenere,DELETE,/api/suppliers/{supplier_id},suppliers_module.base,in uso: FE
active,tenere,GET,/api/suppliers/{supplier_id},suppliers_module.base,in uso: FE
active,tenere,PUT,/api/suppliers/{supplier_id},suppliers_module.base,in uso: FE
active,tenere,GET,/api/suppliers/{supplier_id}/dati-da-fatture,suppliers_module.base,in uso: FE
active,tenere,GET,/api/suppliers/{supplier_id}/fatturato,suppliers_module.base,in uso: FE
active,tenere,GET,/api/suppliers/{supplier_id}/fatture,suppliers_module.base,in uso: FE
active,tenere,GET,/api/suppliers/{supplier_id}/iban-from-invoices,suppliers_module.base,in uso: FE
active,tenere,PUT,/api/suppliers/{supplier_id}/metodo-pagamento,suppliers_module.base,in uso: FE
active,tenere,PUT,/api/suppliers/{supplier_id}/nome,suppliers_module.base,in uso: FE
active,tenere,POST,/api/suppliers/{supplier_id}/toggle-active,suppliers_module.base,in uso: FE
active,tenere,POST,/api/suppliers/aggiorna-metodi-bulk,suppliers_module.bulk,in uso: FE
active,tenere,POST,/api/suppliers/aggiorna-tutti-bulk,suppliers_module.bulk,in uso: FE
active,tenere,POST,/api/suppliers/correggi-nomi-mancanti,suppliers_module.bulk,in uso: FE
active,tenere,POST,/api/suppliers/elimina-senza-fatture,suppliers_module.bulk,in uso: FE
active,tenere,POST,/api/suppliers/ripara-sconosciuti,suppliers_module.bulk,in uso: FE
active,tenere,POST,/api/suppliers/sincronizza-da-fatture,suppliers_module.bulk,in uso: FE
active,tenere,POST,/api/suppliers/ricerca-iban-singolo/{supplier_id},suppliers_module.iban,in uso: FE
active,tenere,POST,/api/suppliers/ricerca-iban-web,suppliers_module.iban,in uso: FE
active,tenere,POST,/api/suppliers/sync-iban,suppliers_module.iban,in uso: FE
active,tenere,POST,/api/suppliers/import-excel,suppliers_module.import_export,in uso: FE
active,tenere,POST,/api/suppliers/upload-excel,suppliers_module.import_export,in uso: FE
active,tenere,POST,/api/suppliers/aggiorna-dizionario-metodo,suppliers_module.validation,in uso: FE
active,tenere,GET,/api/suppliers/dizionario-metodi-pagamento,suppliers_module.validation,in uso: FE
active,tenere,GET,/api/suppliers/payment-methods,suppliers_module.validation,in uso: FE
active,tenere,GET,/api/suppliers/payment-terms,suppliers_module.validation,in uso: FE
active,tenere,GET,/api/suppliers/validazione-p0,suppliers_module.validation,in uso: FE
quarantine,verificare,GET,/api/sync/fatture-cassa-dettaglio,sync_relazionale,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/sync/match-fatture-banca,sync_relazionale,in uso: FE
active,tenere,POST,/api/sync/match-fatture-cassa,sync_relazionale,in uso: FE
active,tenere,GET,/api/sync/stato-sincronizzazione,sync_relazionale,in uso: FE
quarantine,verificare,POST,/api/sync/sync-all-corrispettivi,sync_relazionale,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/sync/sync-corrispettivo/{corrispettivo_id},sync_relazionale,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/sync/sync-fattura/{fattura_id},sync_relazionale,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,PUT,/api/sync/update-fattura-everywhere/{fattura_id},sync_relazionale,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/tfr/accantonamento,tfr,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/tfr/acconti,tfr,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,DELETE,/api/tfr/acconti/{acconto_id},tfr,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,PUT,/api/tfr/acconti/{acconto_id},tfr,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/tfr/acconti/{acconto_id}/annulla-riconciliazione-banca,tfr,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/tfr/acconti/{acconto_id}/candidati-banca,tfr,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/tfr/acconti/{acconto_id}/riconcilia-banca,tfr,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/tfr/acconti/{dipendente_id},tfr,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/tfr/calcola-batch/{anno},tfr,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/tfr/cedolini/{cedolino_id}/annulla-scalatura-acconti,tfr,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/tfr/cedolini/{cedolino_id}/preview-scalatura-acconti,tfr,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/tfr/cedolini/{cedolino_id}/scala-acconti,tfr,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/tfr/liquidazione,tfr,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/tfr/parse-payslips,tfr,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/tfr/riepilogo-aziendale,tfr,in uso: FE
active,tenere,GET,/api/tfr/situazione/{dipendente_id},tfr,in uso: FE
quarantine,verificare,GET,/api/tfr/storico-tfr/{dipendente_id},tfr,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/utenti,utenti,in uso: FE
active,tenere,POST,/api/utenti,utenti,in uso: FE
active,tenere,DELETE,/api/utenti/{utente_id},utenti,in uso: FE
active,tenere,PUT,/api/utenti/{utente_id},utenti,in uso: FE
active,tenere,POST,/api/verbali-noleggio/associa-pdf/{numero_verbale:path},verbali_noleggio,in uso: FE
active,tenere,POST,/api/verbali-noleggio/correggi-importo/{numero_verbale:path},verbali_noleggio,in uso: FE
active,tenere,POST,/api/verbali-noleggio/correggi-trasgressore/{numero_verbale:path},verbali_noleggio,in uso: FE
active,tenere,GET,/api/verbali-noleggio/dettaglio/{numero_verbale},verbali_noleggio,in uso: FE
active,tenere,GET,/api/verbali-noleggio/pdf/{numero_verbale:path},verbali_noleggio,in uso: FE
active,tenere,POST,/api/verbali-noleggio/ricalcola-pdf/{numero_verbale:path},verbali_noleggio,in uso: FE
active,tenere,GET,/api/verbali-noleggio/verbali-completi,verbali_noleggio,in uso: chat
active,tenere,GET,/api/verbali-noleggio/dettaglio/{numero_verbale:path},verbali_noleggio_api,"in uso: FE, scheduler"
active,tenere,POST,/api/verbali-noleggio/{verbale_id}/upload-quietanza,verbali_noleggio_api,in uso: scheduler
active,tenere,POST,/api/verbali-riconciliazione/collega-driver-massivo,verbali_riconciliazione,"in uso: FE, scheduler"
active,tenere,GET,/api/verbali-riconciliazione/dashboard,verbali_riconciliazione,"in uso: FE, scheduler"
active,tenere,POST,/api/verbali-riconciliazione/import-partenopay,verbali_riconciliazione,in uso: scheduler
active,tenere,GET,/api/verbali-riconciliazione/lista,verbali_riconciliazione,"in uso: FE, scheduler"
quarantine,admin-only,POST,/api/verbali-riconciliazione/migra-attesa-quietanza,verbali_riconciliazione,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
active,tenere,POST,/api/verbali-riconciliazione/pulisci-duplicati,verbali_riconciliazione,"in uso: FE, scheduler"
active,tenere,POST,/api/verbali-riconciliazione/riconcilia/{numero_verbale},verbali_riconciliazione,"in uso: FE, scheduler"
active,tenere,POST,/api/verbali-riconciliazione/scan-email,verbali_riconciliazione,"in uso: FE, scheduler"
active,tenere,POST,/api/verbali-riconciliazione/scan-fatture-verbali,verbali_riconciliazione,"in uso: FE, scheduler"
active,tenere,POST,/api/verbali-riconciliazione/scan-gmail-attendibili,verbali_riconciliazione,in uso: scheduler
active,tenere,GET,/api/verifica-coerenza/completa/{anno},verifica_coerenza,in uso: FE
active,tenere,GET,/api/verifica-coerenza/confronto-iva-completo/{anno},verifica_coerenza,in uso: FE
quarantine,verificare,GET,/api/verifica-coerenza/discrepanze/{anno},verifica_coerenza,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/verifica-coerenza/iva/{anno}/{mese},verifica_coerenza,in uso: FE
quarantine,verificare,GET,/api/verifica-coerenza/riepilogo-giornaliero,verifica_coerenza,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/verifica-coerenza/verifica-bonifici-vs-banca/{anno},verifica_coerenza,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/verifica-coerenza/widget,verifica_coerenza,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/voci-bilancio/,voci_bilancio,in uso: FE
active,tenere,GET,/api/voci-bilancio/codici-disponibili,voci_bilancio,in uso: FE
active,tenere,GET,/api/voci-bilancio/{anno},voci_bilancio,in uso: FE
active,tenere,DELETE,/api/voci-bilancio/{voce_id},voci_bilancio,in uso: FE
active,tenere,PUT,/api/dizionario-articoli/articolo/{descrizione_encoded},warehouse.dizionario_articoli,in uso: FE
quarantine,verificare,POST,/api/dizionario-articoli/categorizza-ai,warehouse.dizionario_articoli,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/dizionario-articoli/cerca,warehouse.dizionario_articoli,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/dizionario-articoli/dizionario,warehouse.dizionario_articoli,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/dizionario-articoli/estrai-articoli,warehouse.dizionario_articoli,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/dizionario-articoli/genera-dizionario,warehouse.dizionario_articoli,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/dizionario-articoli/non-classificati,warehouse.dizionario_articoli,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,admin-only,DELETE,/api/dizionario-articoli/reset-dizionario,warehouse.dizionario_articoli,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
quarantine,verificare,POST,/api/dizionario-articoli/ricategorizza-fatture,warehouse.dizionario_articoli,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/dizionario-articoli/riclassifica-completo,warehouse.dizionario_articoli,in uso: FE
quarantine,verificare,GET,/api/dizionario-articoli/statistiche,warehouse.dizionario_articoli,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/whatsapp/send,whatsapp_webhook,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/whatsapp/send-test,whatsapp_webhook,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/whatsapp/status,whatsapp_webhook,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/whatsapp/webhook,whatsapp_webhook,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/whatsapp/webhook,whatsapp_webhook,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
